Car Name,Mileage,Dealer Name,Rating,Review Count,Price,Badge Label,Reviews,Car Rating
2015 Mercedes-Benz C-Class 4MATIC,"78,846 mi.",Silver Line Auto Group,4.8,(22 reviews),"$14,352","Great Deal | $1,935 under","['January 22, 2023\nBy Volvosleeper from Colleyville Tx, Grand Rapids Mn\nOwns this car', 'Bought it as certified used with 14,000: miles and 3 years old.  Absolutely love the car.  Now have 60,00 miles on it. Only cost other than routine maintenance has been tires.  One dislike is run flat tires.  They make no sense.  Also did not like the engine shut down at stops ostensibly to save fuel, but I was able to over ride that.  And I bought a spare tire and wheel  another major issue for me is you cand buy a trailer hitch for a C 400.  You can for other C cars, but not the 400.', 'June 30, 2022\nBy Kevin from the middle of nowhere from Mertztown, PA\nOwns this car', 'Stylish: I get many complements on the car. Luxurious: I feel like I’ve “made it” when I drive it. Tech heavy: it took 7 years to figure out how to program in radio stations. Comfortable: can drive for hours without feeling worn out. Those are the good points. \r\nContinuous problems with the transmission shifting and hunting for gears then the car goes into limp-home mode until you can pull over and restart the car to clear the code. Tires don’t last more than 30K miles with reasonable driving. The head unit for the stereo quit under warranty but we had to pay SiriusXM to restart the radio. The drivers door squeaks so I coat the rubbers with WS40 every couple of months. The grill louvers started squealing like a pig and had to be replaced several times. Now they are telling me it needs an expensive transmission repair.', 'December 20, 2020\nBy Awesome ride from DFW\nOwns this car', 'This car has been the best and most reliable car I have ever owned.  My wife got a new car for her birthday or I would not be selling it now.']",4.8
2012 Jeep Grand Cherokee Laredo,"87,408 mi.",NJ Exotic Motors,4.2,(81 reviews),"$10,995","Great Deal | $1,409 under","['June 28, 2023\nBy CatTayl from Chatsworth, Illinois\nOwns this car', 'Bought this SUV last week. My ""new"" 2012 JGC had 227,000 miles on it. The salesperson didn\'t know much about the Jeep, as it was a Ford dealership I had gone to. Two days later, I had to go for preparations to bury my son, over 800 miles away. I was very fearful, because I had this JGC that I had never driven before, and I was on this journey alone. I have seen so many cars with temp plates sitting on the side of the road, and was fearful mine could just be another one. Needless to say, the only 2 things I haven\'t liked about my vehicle transaction, is that there is no owners manual, and evidently the sensor for low fuel doesn\'t work. I knew about the owners manual before the purchase, but not the low fuel indicator. I will just fill up at 1/4 tank asI always have. LOVE, LOVE this vehicle.....stylish, comfy, and all the perks. Auto start and heated seats will surely be welcomed as winter can hit hard here in the midwest. So far, the best car I\'ve had, and I\'ve had a lot over the last 55 years!', 'March  4, 2023\nBy Sokomani from Durban South Africa\nOwns this car', 'I love so much Jeep cars and they are reliable and heavy duty, my concern is about lights I offen replace them, oil cooling system, shocks and water circulation.  Other that this is a number 1 car. I love it.', 'May 25, 2021\nBy Matt from sarasota\nOwns this car', 'This Jeep is very responsive. plenty of room in the hatch with or without the seats down. The seats are comfortable and the moon roof is wonderful .']",4.2
2017 Nissan Altima 2.5 S,"73,145 mi.",Queens Auto Mall,4.0,"(2,114 reviews)","$12,980",Great Deal | $313 under,"['June 19, 2023\nBy Sharon from North Las Vegas, NV\nOwns this car', 'I love my Altima.  It looks good and it handles beautifully. The gas mileage is good, especially on the highway. The car is comfortable, too.', 'July 22, 2022\nBy Mark from Boston\nOwns this car', 'Just got the car about 3 weeks ago (2017 SR model) and enjoy the car so far.  This care was replacing a 2015 Mazda 6 (std. transmission) that had 230,000 miles on it when I traded it in. So to have a ""new"" car is fantastic. So far gas mileage has been at about 33 MPG, although I think the acceleration vs. my old car is somewhat lacking (manual vs. auto), but can\'t complain. The sound system is OK, but will be replacing the stock system with upgraded aftermarket speakers and deck.  I just hope it lasts as long as my 2015 Mazda!', 'June 11, 2021\nBy Bill M. from Rochester, NY\nOwns this car', 'This Nissan Altima is a great ride, smooth with a quick pickup.\nIt’s a good looking car with black interior and red exterior.   I’m very pleased with my purchase.']",4.0
2016 Audi Q5 2.0T Premium Plus,"87,857 mi.",Queens Auto Mall,4.0,"(2,114 reviews)","$14,980",Good Deal,"['January  1, 2023\nBy Roeck from Boca Raton, FL\nOwns this car', ""We love this car.  Extremely comfortable to drive, spacious and with it's 4cyl 2L GDI turbo engine is one of the most fuel efficient SUVs on the market. Our Q5 has 170,000 miles, had various age resulted suspension, fuel and water pump repair/maintenance but nothing too abnormal. With continued maintenance it will run another 50k miles so we hope. Next we will go electric with the ID4 or Q4 e-tron"", 'March 12, 2021\nBy audiFan from Louisville, KY\nUsed to own this car', 'I had no problems with this vehicle at all. It had a real nice feel when driving and the heated seats were appreciated in the winter.', ""December  5, 2020\nBy Aguirre's from El Paso\nOwns this car"", 'Was looking for a car with high safety features,  SUV style, but not ridiculously big SUV!  Loved the sportiness of the vehicle and especially the features!']",4.0
2011 Dodge Journey Lux,"85,669 mi.",XCLUSIVE WHOLESALE GALLERY LLC,n/a,(0 reviews),"$8,595",Fair Deal,"['August 15, 2020\nBy Terrible automobile from North Vancouver\nOwns this car', 'I will never purchase a Dodge again. Bad paint, bad transmission bad all around car.parts cost more than car originally. Probably built on Friday. Purchased from dodge dealer.', 'March  7, 2020\nBy Adrian from A.C.T\nOwns this car', ""Absolutely gutted . I have a car that sits on the driveway because Dodge can't figure out how to fix it . So far $6500 spent trying.  Now they want another $1500 to TRY something else. \nIt's only done 60000 km's ,, peice of  xxxx"", 'March  4, 2020\nBy Julia from So.Attleboro\nOwns this car', 'This car net all my needs plenty of legroom plenty of storage room I have no complaints thank you to the salespeople especially the one that took care of me Lou...']",4.3
2003 Ford Excursion XLT,"168,000 mi.",n/a,n/a,n/a,"$12,000",Fair Deal,"['June 30, 2020\nBy kkr1234 from Tampa, Florida\nOwns this car', 'Love this truck, rides really smooth, is super reliable, trouble free, and has a fantastic towing capacity rating.  I have owned this truck for 5 yeas and never had a single problem with it, has about 171k miles on it now and it just keeps going.', 'June  1, 2020\nBy Ford owner from Florida\nOwns this car', 'Very safe for family driving , good towing , camping or daily grocery pickups, can fit ten foot long lumber within cab. Heavy loads ok .', 'January  4, 2020\nBy Fun bunch from Jacksonville Florida\nOwns this car', ""Truck excided my expectations , my first was a v8 this one is a 6.0 desiel .\nPower speed comfort and dependability. \nI think I'll let them bury me in it. Lol""]",4.5
2016 Nissan Rogue SL,"71,717 mi.",Crazy Cars,n/a,(2 reviews),"$13,495",Great Deal | $485 under,"['February  8, 2023\nBy Nissan Rouge 2016 from Ohio\nOwns this car', 'It Is really amazing at everything! and its comfortable Its Actually worth it You Should Buy This Amazing Car  Its Really Fun With Family And Kids.', 'August 22, 2022\nBy ap from manchester, NH\nOwns this car', 'The transmission has been slipping since 80,000 miles. Recently had an issue where after sitting at a red light the car would not shift out of first gear. The Rouge takes off VERY slowly and if I try to give it some gas the car struggles to shift between first and second gear.', 'April  5, 2022\nBy Alex from Orlando w\nOwns this car', '2016 Nissan Rogue at 51.000 miles it needs a new transmission, what ………\r\nCalled the dealer she said 60,000 miles or 5 years, so I am scre……..']",4.5
2016 Volkswagen Golf GTI 2.0T S 4-Door,"123,775 mi.",Urban Motors Collection,n/a,(3 reviews),"$13,785",Great Deal | $756 under,"['April  2, 2023\nBy Mike G from Tampa Fla\nOwns this car', 'The engineering and design are outstanding .\r\nThe driving experience is very special for this price range. It’s real fun to drive. It’s an icon.\r\nLet down by quality issues unknown to Japanese vehicles and ridiculous service and repair costs.\r\nI love the car but dread any encounter with the dealer in North Tampa.. I think their service charges are equal to BMW and Mercedes.', 'July 20, 2020\nBy zephsauce from columbus,ohio\nOwns this car', 'this car is amazing for the price point its currently sitting at, coilovers and new tires and you can hit corners at 80mph. pretty decent gas milage too', 'March 23, 2020\nBy Little_Nix from RIPLEY\nOwns this car', ""This car has been a dream of mine ever since i sat in the mk7. The only problems i have against all mk7 golf's are. 1. If the have an automatic tranny in them, they dont perform as well as a manual. 2. They are kinda lose around tight turns and if you have the lane assist package you will be fighting the wheel to keep the line. Other than those 2 slight issues, i find this car a fun, efficient, reliable, and overall great vehichle to buy. But like me, get a manual transmission... best car to learn and the only way to have em built.""]",4.6
2011 Lexus GS 350 Base,"152,518 mi.",B & B Auto,n/a,(23 reviews),"$8,995",Great Deal | $427 under,"['September  6, 2020\nBy Toyoluver from Castle Rock, CO\nOwns this car', ""One of the best cars in the snow. Super comfortable to drive. Easy to see all areas. Reliable and quality. There is one rattle when we come to a stop somewhere in the dash I can't seem to get rid of."", 'February 27, 2020\nBy LexusFan from Stamford, CT\nOwns this car', 'Very safe, smooth drive, comfortable, gorgeous design. Great stereo sound. Leather seats with A/C and heat. Navigation system. Bluetooth connectivity. This car is to keep.', 'March 31, 2019\nBy Uneek from Boston MA\nTest drove this car', 'This is my favorite luxury car with power and not too expensive to fix. This is a great car for its price and holds its valie']",4.6
2017 Ford Utility Police Interceptor Base,"154,671 mi.",GSM Auto Sales,n/a,(4 reviews),"$12,495",Good Deal,[],No rating available
2010 Mercedes-Benz E-Class E 350 4MATIC,"113,438 mi.",DIN Motors,n/a,(80 reviews),"$10,589",Good Deal,"['May 28, 2021\nBy Close to the vest from Derby Ks\nOwns this car', 'I have never owned a Mercedes-Benz I’ve always owned a BMW. I have to say I really love this vehicle. It rides smooth, the seats are very comfortable, it has so many functions for a 2010, I was extremely surprised.\nThe color of the vehicle was listed as arctic white however it’s more of a cream color vehicle. If I could change the color I most likely would. But it’s still very beautiful. The vehicle only had 13,562 miles. The interior looks and smells brand new. The exterior is extremely designed well. It’s a beautiful car. I’ve only driven it one day because I’ve only had it one day. As time goes on I will then be able to make an accurate review. My younger sister will purchase my vehicle if I choose to sell.', 'May  9, 2021\nBy Heidi from Bakersfield,  CA\nOwns this car', 'The car is everything that was a must have & more  The beauty & the beas, a dream come true...Extremely impressed especially after several Dealer fails', 'December 28, 2020\nBy HamidGh from Woodstock, GA\nUsed to own this car', 'Very reliable car with nice exterior and interior styling and a good performance. Best value for being luxury, comfort and low maintenance. Will recommend and I really enjoyed this car during my ownership']",4.7
2012 Ford Focus S,"137,766 mi.",Planet Honda,4.6,"(4,623 reviews)","$7,257",Fair Deal,"['June 22, 2023\nBy Jo Poochie from Mocksville NC\nOwns this car', 'One problem after another. Clutch just went out. Car is a piece if crap. Its in the shop more than I drive it. Nothing but trouble.', 'May 16, 2023\nBy Michael Anderson from Mesilla Park, NM\nOwns this car', 'This is my second attempt to review this car through cars.com and I would not recommend this car for various reasons. I tried to stay loyal to Ford as a Ford customer but shortly after I got this car I had several recalls including for a transmission even though I did not have to settle the transmission lawsuit that’s available on Google but they had to redo the computer module as well as replaced leaky oil gaskets and on top of that I’m still waiting to replace the radio that has failed on this car and I almost crashed when the speaker started popping and making very loud static noises. Even after replacing all the fuses the radio still doesn’t work and I’m gonna have to spend a ton of money to get an aftermarket radio and Ford should recall these cars and fix them for free but I doubt they’re gonna do that so while the car may be great on gasoline mileage (I’ve been averaging about 35 miles to the gallon) this car was not built with pride and respectfully I can no longer buy a Ford since they don’t take took shortcuts, not learning from their mistakes and this car definitely was over priced when I bought it.', 'April  3, 2023\nBy Thomas Gonsalves from Oakhurst, CA\nOwns this car', ""Had to replace the water pump in 2022.  Now my fuel pump has gone out, have to replace it in 2023. I wouldn't buy another 2012 Ford Focus.""]",5.0
2005 BMW 545 i,"137,174 mi.",Unique Auto Sales Inc.,4.5,(52 reviews),"$6,995",n/a,"['July  1, 2023\nBy house of savage from bronx\nOwns this car', ""these cars are only expensive for people who don't know anything about cars. I  make it my business to know the ins and out of any vehicles i own..Dyi..if you want a bimmer.. learn how to fix it or you will most certainly get ripped off"", 'August  6, 2020\nBy AMG_OR_DIE from Huntley\nOwns this car', ""Handles like no other car on the road.\n\nHad more alarms than all other cars on the road.\n\nYou'd better invest in a car lift and tools."", 'June 24, 2020\nBy Nperk from Portland Or\nUsed to own this car', 'How I felt about this car depended entirely on my last visit to the shop.  Incredibly expensive to keep on the road, example: $11800 for valve guides at 47,000 miles, and all servicing either on time or earlier.  You can buy one for a song because of poor dependability and cost of repairs.  But it was fun to drive - traded it for $2500 rather than sold because a diagnostic check would have revealed about $17,000 of suggested repairs.  The luxury of a 4-year warranty and zero interest loan cannot be overstated.']",4.5
2012 Honda Odyssey Touring,"171,882 mi.",Market Auto Sales,4.5,(120 reviews),"$12,350",Good Deal,"['November 17, 2020\nBy KateOrtiz from Stafford Springs\nOwns this car', ""It's comfortable and reliable. The body is in great conditions. I enjoy driving it and my kids enjoy the space a perks. They can watch TV charge their devices and/or play their video games on the TV. Everything they've wanted in a car and silence for me!"", 'August 18, 2020\nBy Rebecca from Baltimore\nOwns this car', 'This car is wider than other minivans, providing more space and legroom for the kids.  It drives ultra smooth and is super comfortable.  Only complaint is that there is only 1 built in USB port and is located in the glove compartment.', 'July 18, 2020\nBy Jennyg from Surprise, AZ\nOwns this car', 'This car has met my family needs for 8 years. The next owner will be happy to purchase the car. It is a very good for family with kids.']",4.5
2014 Cadillac ATS 2.0L Turbo,"60,760 mi.",Yonkers Autoland Corp,n/a,(52 reviews),"$14,995",Fair Deal,"['May 23, 2023\nBy Helene from Hallandale Beach, FL\nOwns this car', ""I like my car. I turn it on and it goes! Lots of pep (it's only 4 cylinders) and gets me wherever I need to go."", 'April 18, 2023\nBy nicole  from baltimore maryland \nUsed to own this car', ""car is trash kept cutting off on me after 3 weeks of having it and when I took it in, they couldn't figure out what was wrong with. I it traded it in. no Bluetooth for music, no heated seats, no sunroof. literally paid for the brand. not to mention it only had 38,000 miles on it"", 'August 18, 2022\nBy JetJock Jeff from Palm Springs, CA\nOwns this car', 'A perspective from a car guy who has owned many sports cars: the ATS is a really solid sports sedan, but sales indicated not many folks wanted this great sports sedan. Why? It’s goodness has a few flies in the ointment: here are some quirks to this good car that frustrate and bother. \r\nHandling is great, but I question the run-flat tire design decision. Run-flats are harsh and noisy, but the suspension is tuned to compensate (except for the noise).  There are no jack points or jack, so we are kinda stuck with the expense and noise. \r\nThe 2.0 liter dual-scroll turbo is really fun. The light-weight body allows the engine to move the car quickly and nimbly. The engine does have draw-backs. Blow-by can carbon up the valves, and since the engine is direct injection, the valves are not cleaned by the atomized intake gas. Carefully scheduled oil changes are crucial for engine longevity. \r\nAnd then there is the CUE system. The knob-less infotainment system is better than you would expect (one gets used to it in surprising ways), but the touch-screen overlay dies. It has a gel layer between two screens that dries out and renders the touch screen useless. The part to repair it is cheap, but the center console must be completely disassembled to get to the screen. Very very poor engineering because cars sit in the sun and the the gel will delaminate. (Replacement screens without the gel layer are available.) Folks are frustrated: you didn’t hear it from me, but there is a class action suit regarding this screen and Cadillac’s blindness to addressing it’s flaws. \r\nI’m 6-0 and hit my head on the door edge every time I get in and out. You’d expect that of a goofy Italian car, but not of a Cadillac. Big deal?  No, just reality. \r\nSo, with no spare it has a huge trunk, right?  Nope. The entire space under the trunk floor from axle to bumper is filled with a huge…..muffler. This is just plain bizarre. Biggest muffler/resonator I’ve ever seen. Exhaust note is underwhelming. \r\nWith these little niggling bothers, the car remains one of my favorite sports sedans. It hustles but with composure and control. It is comfy on long drives, but instantly awakens for a mountain drive or twisty. The sales record indicates my frustrations are common. But drive it. I think you will fall in love with her and her “beauty-marks.”']",4.5
2013 Acura TL 4dr Sdn Auto 2WD Tech,"106,502 mi.",Xcell Motors,n/a,(13 reviews),"$12,295",Great Deal | $601 under,"['September 29, 2020\nBy Nelson from Baltimore MD\nOwns this car', ""This car met all my needs that I look for in a vehicle .confort,tecnology ,nice looking car is just everything in one car I'm so happy  to have it !!!"", 'July 23, 2020\nBy Chaz\nOwns this car', 'I never had any problems with this car. It runs and looks great! TheSH- AWD really hugs the road and gives you confidence when driving in all types of conditions. I will be getting a newer version of this car now.', 'April 26, 2020\nBy PK from Essex Junction VT,\nOwns this car', 'This was my second TL.  It has the perfect blend of luxury, comfort, reliability, convenience, performance, and VALUE.  It has always been fun to drive around town and on road-trips.']",4.7
2015 Jeep Renegade Latitude,"116,593 mi.",Sho Case Auto,4.5,(28 reviews),"$8,900",Great Deal | $768 under,"['September 16, 2022\nBy Betty from Belair, md\nOwns this car', ""Haven't had my 2015 renegade for a year yet.  So far had to put in over 1800.00 in it so far.  It's been horrible.   Bought the warranty, not the best but definitely not the cheapest.   Spent good money on it and so far nothing has been covered at all.  It's said when the person in the dealership which is not where I bought it from says, I should get rid of it.  I alway has had a used car and NEVER NEVER ever had this experience.   So my husband and I are now having to look again.  I really loved the color and style but I can not rely on it.   It has broke down on me 4 times so far"", 'February  3, 2021\nBy Ripsgirl82 from Greensburg, IN\nOwns this car', 'Interior is wonderful, love everything about this vehicle. Drives great, looks great, and was very affordable. I just feel very safe in this vehicle and I love it.', 'January 24, 2021\nBy Jeep girl from Fair haven vt\nOwns this car', ""Very upset got hit from behind and seatbelts didn't lock. Sent my husband into the dash. Any other time the lock when we stop at our driveway they lock""]",4.5
